Frequency (Hz),Trace 1 (dBV),Phase (deg)
1318.359375,-32.79390592464136,-121.0143072673972
1324.462890625,-33.13045959484062,43.29661985431843
1330.56640625,-36.27130615189768,-148.2090911224289
1336.669921875,-41.04442173699926,10.11322830550852
1342.7734375,-36.0813193726663,177.4549400637445
1348.876953125,-39.49543949286956,-10.92887567847437
1354.98046875,-34.04155150011098,158.2473482215468
1361.083984375,-28.2700800732726,-28.42270792566465
1367.1875,-27.49978247693685,133.3490984904478
1373.291015625,-29.52965707488859,-69.88100548226021
1379.39453125,-34.69678051158616,109.3099536729668
1385.498046875,-46.40222975559488,-78.45330856377034
1391.6015625,-48.29283050812136,63.17219330527291
1397.705078125,-37.04275848848135,162.9191529551469
1403.80859375,-35.31928764403032,-28.92910750980376
1409.912109375,-40.67459137469939,133.7643856972297
1416.015625,-52.13532230893661,-56.75464078431749
1422.119140625,-38.16240918958701,-108.5939385193986
1428.22265625,-34.52793442547508,106.6584764255751
1434.326171875,-38.80589107788694,-80.26850708716074
1440.4296875,-48.14745521182496,85.67573162795135
1446.533203125,-40.36112737981146,-91.67152099605852
1452.63671875,-43.70798588635056,122.7563051824961
1458.740234375,-35.19617371504119,4.603198727672251
1464.84375,-28.90336567161943,-149.2993797306955
1470.947265625,-28.98963294197107,47.4713492065142
1477.05078125,-30.62787138627312,-153.969439557189
1483.154296875,-33.20788768462788,-22.2117378534637
1489.2578125,-38.97663678410565,121.2500462921699
1495.361328125,-38.10839603224683,-68.39571950077216
1501.46484375,-33.65431417388258,102.5690984428288
1507.568359375,-33.73954748820658,-119.6140405135832
1513.671875,-34.21774089007467,61.31463934890607
1519.775390625,-30.14945820029286,-108.4555166446821
1525.87890625,-28.98856600807842,77.04014832395431
1531.982421875,-28.15763129860646,-97.45386085612017
1538.0859375,-30.81727008279822,102.8804041820235
1544.189453125,-31.62885497440132,-40.374019500456
1550.29296875,-29.22515094948714,162.3457932936143
1556.396484375,-28.13190042983773,-10.77128066535532
1562.5,-26.08904474048407,167.6305130406143
1568.603515625,-25.14043988140324,-13.42641129230451
1574.70703125,-25.92655580661438,162.8390622996862
1580.810546875,-27.07375033104956,-36.28892429512636
1586.9140625,-28.45396791973971,121.1325133054423
1593.017578125,-28.28800925957971,-74.0594369117015
1599.12109375,-25.61668715242037,91.44873001698878
1605.224609375,-22.47942567532628,-105.1356848568187
1611.328125,-21.89477700857383,50.63415340918994
1617.431640625,-22.18388736579149,-154.1231327572294
1623.53515625,-24.34219459585616,26.58968442709585
1629.638671875,-32.5620591861562,-147.0754272554903
1635.7421875,-34.85215040780395,29.82092814938083
1641.845703125,-33.42488866837108,-133.3245184123362
1647.94921875,-32.04512443707121,114.2721274827123
1654.052734375,-28.48483941821333,-22.6285689326886
1660.15625,-25.99946530105906,154.981812909888
1666.259765625,-25.64815434767707,-48.33636645157754
1672.36328125,-27.15290443913236,106.6298236971783
1678.466796875,-27.7390695898754,-89.15499941261713
1684.5703125,-26.47936037930948,81.92850205003168
1690.673828125,-26.04913348946344,-96.91187397467802
1696.77734375,-26.02102643290131,93.75160583291118
1702.880859375,-24.63883122862429,-67.91962291694232
1708.984375,-23.2326334980195,174.123523554118
1715.087890625,-21.95625607123013,45.5092828078463
1721.19140625,-23.19188583245091,-114.921266382929
1727.294921875,-27.48979679050129,46.61032377513217
1733.3984375,-29.21330789858631,-177.4091094118129
1739.501953125,-26.28916415984153,-24.83526023473506
1745.60546875,-24.42722385644022,145.4994998729235
1751.708984375,-25.56986460478817,-4.714262389058377
1757.8125,-28.84517654440885,-46.10214548035942
1763.916015625,-30.63038060340864,141.9756131345711
1770.01953125,-29.13864345886874,-34.11974829935076
1776.123046875,-28.48680896297152,144.1060406507922
1782.2265625,-36.78507278021255,-39.30979908852421
1788.330078125,-35.3478671059519,115.6153628755165
1794.43359375,-30.51172914942466,-128.7576007563391
1800.537109375,-28.59866506791501,39.12512244209776
1806.640625,-27.81257274848538,-149.4859674507733
1812.744140625,-29.89227681777933,24.553685592984
1818.84765625,-31.59543294653555,-155.9487650705131
1824.951171875,-30.27533521624592,17.14159728240407
1831.0546875,-29.51224680002044,164.4846814138922
1837.158203125,-31.43391829053412,79.80949268934634
1843.26171875,-30.41878705274005,-102.6853506809603
1849.365234375,-30.41921152147317,57.09278620404848
1855.46875,-30.71245429929358,-125.641772765737
1861.572265625,-30.16149244799789,48.1625367139109
1867.67578125,-28.90484183528559,-137.6325672902628
1873.779296875,-27.78225611997548,40.99016688418801
1879.8828125,-28.65295768746603,-138.0812109398616
1885.986328125,-29.39869923222419,-175.1321916155488
1892.08984375,-27.95217669845642,5.985431272290841
1898.193359375,-25.73323450535612,175.6262257589264
1904.296875,-24.1723441724549,-10.53860520245235
1910.400390625,-24.18827261816985,171.6693920065746
1916.50390625,-24.46729470039193,11.06509511644502
1922.607421875,-25.5188050243857,-151.1081256221007
1928.7109375,-26.05824685655253,41.65877532247134
1934.814453125,-24.1574251573379,-131.2870036959056
1940.91796875,-23.74865351534286,50.61817543292761
1947.021484375,-26.59310848094503,-135.1204418108987
1953.125,-34.59087557012151,12.31589277253024
1959.228515625,-34.16865702599538,157.974010775093
1965.33203125,-31.54465130318482,167.4403211892037
1971.435546875,-30.7074553415038,16.75154671513781
1977.5390625,-28.57071808796548,-135.2044091607399
1983.642578125,-27.76634368500032,19.96931348012818
1989.74609375,-28.4964503580059,178.0340261748152
1995.849609375,-28.60716652857205,-14.6225899708319
2001.953125,-26.78815213976971,149.5062783360663
2008.056640625,-26.43779183711199,-40.24264488651462
2014.16015625,-28.01737361108158,133.1954191390493
2020.263671875,-30.93988674666008,-74.3517862310988
2026.3671875,-31.46807481234269,71.18141734862859
2032.470703125,-28.90754480959849,-146.3488601824948
2038.57421875,-27.74303775834129,17.04230992029099
2044.677734375,-26.57232568441564,-175.7327213522305
2050.78125,-26.08117629740022,-12.26955320505963
2056.884765625,-26.65897022517394,156.3167165743829
2062.98828125,-27.41491026198398,-37.48616394586948
2069.091796875,-30.41577554883334,117.4996644953175
2075.1953125,-31.42931960752442,-74.61996681669385
2081.298828125,-29.43319695735919,110.5792490824671
2087.40234375,-29.03542070181101,-44.10374431759454
2093.505859375,-26.22456034084806,176.4902686156685
2099.609375,-23.70754474230042,15.70721657116307
2105.712890625,-23.56699172807316,-150.560674906452
2111.81640625,-23.4119294801522,47.29578777531165
2117.919921875,-23.08220732145102,-108.2329686022915
2124.0234375,-24.8625289526892,99.77217960025526
2130.126953125,-26.55098699272686,-67.68220715747563
2136.23046875,-28.45781390974226,116.4381251924674
2142.333984375,-33.21430578991787,-52.79756320215728
2148.4375,-36.1749977721455,149.8737849667457
2154.541015625,-33.9736586003505,-20.56697843619801
2160.64453125,-35.12795546388909,150.4449882010484
2166.748046875,-38.00860283084265,-39.17351448012518
2172.8515625,-35.21360832788275,133.6279897303757
2178.955078125,-35.10692519975183,-57.29680109619839
2185.05859375,-31.73253713698968,112.6868650239814
2191.162109375,-30.42260953114409,-70.80381177685982
2197.265625,-37.43947281072612,104.7989868616448
2203.369140625,-29.99106627032626,-91.3685688011897
2209.47265625,-27.75639354037409,73.31191792358773
2215.576171875,-27.68586285063826,-114.4194782050839
2221.6796875,-31.86463403097276,55.02650003933311
2227.783203125,-37.98328064391998,-128.8305922038203
2233.88671875,-28.40861118798194,51.20219581515559
2239.990234375,-26.04300821023143,-131.2383597152677
2246.09375,-29.00810953810883,49.13086084674561
2252.197265625,-32.22096515098493,-128.6866516293244
2258.30078125,-27.92968612947318,63.99602642752984
2264.404296875,-26.57869454097235,-56.66319934983694
2270.5078125,-26.6791889958901,124.2685221585886
2276.611328125,-26.51560022685197,-98.79260002284042
2282.71484375,-25.35091765230782,72.75902523906878
2288.818359375,-23.71926164229316,-108.9729428114614
2294.921875,-24.49466553684413,61.94329655083939
2301.025390625,-28.3751467373147,-124.7779252171095
2307.12890625,-35.72456582533497,64.40044566076649
2313.232421875,-41.65496529255829,-53.68786007782483
2319.3359375,-31.6780373613077,101.268416689277
2325.439453125,-33.14355822269887,-123.0471702293444
2331.54296875,-37.60492056637503,57.99751929154763
2337.646484375,-33.24217325623221,-125.1181776014663
2343.75,-31.27311336914494,44.59548506623014
2349.853515625,-29.44188486680959,-141.4564279081299
2355.95703125,-29.77407390974305,32.93279482669641
2362.060546875,-29.28626734874117,-156.2643016424965
2368.1640625,-28.84345951151572,21.9717084561881
2374.267578125,-30.03050838367464,-154.570753715576
2380.37109375,-32.59880727953951,33.25829216400437
2386.474609375,-39.17716265171678,-99.36266188849825
2392.578125,-40.35049982250059,162.7346480141278
2398.681640625,-31.82666232838576,15.22552255847638
2404.78515625,-28.37654628868573,-159.5249536165305
2410.888671875,-26.80491372539386,17.53337453092372
2416.9921875,-26.21051949688801,-169.4076170172179
2423.095703125,-26.29309794383867,7.059597198318272
2429.19921875,-27.3044130716754,139.6323665846995
2435.302734375,-30.14881024083125,-148.0914134234602
2441.40625,-30.39277104660217,15.63962188114257
2447.509765625,-26.7687343372159,179.7077832520747
2453.61328125,-25.9319915491031,-9.971087347034519
2459.716796875,-27.09956387959199,146.2618365234488
2465.8203125,-29.6511888054314,-178.0212177001308
2471.923828125,-32.32252876399559,-25.31999810373551
2478.02734375,-32.75645205965429,89.96202169504095
2484.130859375,-34.36037004491916,-124.4066210681846
2490.234375,-32.29750858988397,51.66239876113613
2496.337890625,-27.07974397566197,-111.2280234930944
2502.44140625,-24.99560924810321,111.0741528286646
2508.544921875,-25.72327826185148,-35.00717968454477
2514.6484375,-26.77130536946408,154.721967589708
2520.751953125,-26.83721119041572,-20.59089831470401
2526.85546875,-26.39127853675502,160.8927605492144
2532.958984375,-26.06911551790152,-22.56848888773299
2539.0625,-24.93657137378548,151.5705291274309
2545.166015625,-22.39955044008612,-24.67034764688184
2551.26953125,-21.87478687730083,164.7069154864105
2557.373046875,-22.9563926978993,-15.00033507169707
2563.4765625,-24.74345623782447,163.2864836353423
2569.580078125,-26.75495912729052,-24.52903624130368
2575.68359375,-29.1681187836553,141.8571466799437
2581.787109375,-31.87671163192685,-53.06680171028728
2587.890625,-32.248369412319,103.2589637208227
2593.994140625,-35.13362071712224,-107.6836555640577
2600.09765625,-42.50509047477576,43.88494284128716
2606.201171875,-40.68790593708894,75.55171947685027
2612.3046875,-30.52952020600185,-125.0048290880974
2618.408203125,-28.82507008292709,43.94065625184955
2624.51171875,-29.19803424567144,-148.467710185979
2630.615234375,-31.97190616009587,-8.040680726434916
2636.71875,-43.11197615896827,135.1440429370703
2642.822265625,-46.2942679387918,-48.52145588619671
2648.92578125,-30.86541351735805,126.7738704186758
2655.029296875,-24.55679351064516,-52.20673316701067
2661.1328125,-22.39651108262694,150.0810672614286
2667.236328125,-21.16268967994169,-10.37684152384223
2673.33984375,-20.77047397813027,173.246530432739
2679.443359375,-21.33519395820517,-28.70715443154372
2685.546875,-22.65108855024743,111.2371217561285
2691.650390625,-23.68177125576358,-99.94717155026611
2697.75390625,-23.00594708748682,52.45889152349967
2703.857421875,-23.12753867614688,-154.7249150603027
2709.9609375,-24.1740410577772,-0.3813883972256077
2716.064453125,-26.903131490313,171.2896932546109
2722.16796875,-34.65729893723541,-4.829650003088712
2728.271484375,-27.30261299234821,-155.8795035237377
2734.375,-23.54243983791322,35.35922236596205
2740.478515625,-22.69248300339891,-154.2947083658595
2746.58203125,-24.20358194836046,13.5811595987018
2752.685546875,-27.51477942256995,164.0106226728623
2758.7890625,-29.36153126308686,-155.846825029185
2764.892578125,-29.93466556325593,14.90806339505164
2770.99609375,-32.72796426941804,-171.4481959564288
2777.099609375,-37.99030611462305,-0.2631187136489348
2783.203125,-40.96121753778573,171.6695519185514
2789.306640625,-29.96523158747516,-4.568585113401906
2795.41015625,-30.83016400481784,-144.2903984776342
2801.513671875,-41.79638173171887,64.89524615734615
2807.6171875,-32.02940247456603,-102.4630261725475
2813.720703125,-27.156854793578,86.00889964596875
2819.82421875,-27.32998254074438,-126.6555171893287
2825.927734375,-27.71537800189363,0.05820078196984584
2832.03125,-27.84199511496365,168.6233492609756
2838.134765625,-28.75703610286049,-25.05346384596076
2844.23828125,-29.91560912980914,141.984947812973
2850.341796875,-30.99903152202739,-49.62298848925821
2856.4453125,-32.4645758418365,112.5603761125545
2862.548828125,-29.1404617051104,-69.9283110997174
2868.65234375,-26.42292059971322,123.3506044999881
2874.755859375,-27.02665551802419,-46.92320180119249
2880.859375,-26.92834081921454,133.8561830261644
2886.962890625,-25.24132360465311,-44.97268324602334
2893.06640625,-25.37120089884618,129.8190708393831
2899.169921875,-26.93184228128722,-72.22853369480228
2905.2734375,-29.77078898455503,53.22810295589098
2911.376953125,-33.89918783681165,-169.4879131412745
2917.48046875,-34.24397420632868,-19.70772637344401
2923.583984375,-30.46208938918239,139.6934858508171
2929.6875,-28.19694211874566,-64.4924136700667
2935.791015625,-28.86022086762606,68.03018064141733
2941.89453125,-35.29914722017577,-153.1812788739743
2947.998046875,-57.49806313549116,-2.727634311757007
2954.1015625,-40.56249962686942,148.9546048447209
2960.205078125,-32.41624377074679,-48.29366896627262
2966.30859375,-30.1321328754349,120.1737078281437
2972.412109375,-29.91848203990553,-65.51568793795197
2978.515625,-28.79017726295023,125.7163722118623
2984.619140625,-28.91032668706828,-7.675941427522318
2990.72265625,-28.19375205177794,-150.0697808090452
2996.826171875,-27.34239771712179,65.48976694625877
3002.9296875,-26.5152277141882,-80.55561305272983
3009.033203125,-25.01951788948968,71.5792065709247
3015.13671875,-25.22647317669901,-128.7084410637665
3021.240234375,-25.84488938124268,54.40839396322926
3027.34375,-26.64415386408061,-128.4115657315905
3033.447265625,-26.05100863833671,38.50690965756252
3039.55078125,-25.22019923545687,128.5523282863269
3045.654296875,-25.81118884961086,-101.2761526460057
3051.7578125,-27.43056024069806,71.98640685445756
3057.861328125,-28.84162232628366,-112.5364196483693
3063.96484375,-29.50758932937214,41.34846846364537
3070.068359375,-29.86645842134359,-166.5844272337497
3076.171875,-31.3043391990013,4.827846064204036
3082.275390625,-29.61159109486272,172.4722867390343
3088.37890625,-27.02921757261793,-1.780546723639756
3094.482421875,-29.34813462788342,-119.84964703068
3100.5859375,-36.22071316186888,136.2674557417322
3106.689453125,-34.4181715526929,-21.10308208059251
3112.79296875,-28.06939320893228,167.5960785417106
3118.896484375,-25.99829180928071,0.2098398954479317
3125,-28.94682716311589,-174.2115399769783
3131.103515625,-34.12898978435004,3.044171620992591
3137.20703125,-33.94724801283327,170.0578765864679
3143.310546875,-30.31690527630508,-36.10332555857892
3149.4140625,-28.96940644727602,115.9525006452828
3155.517578125,-30.89506968958085,-156.462876534941
3161.62109375,-30.53228439472161,-1.276349189439204
3167.724609375,-28.43959980345297,153.1063653490439
3173.828125,-28.41441256392384,-113.3615891355147
3179.931640625,-28.77507319312405,-7.450032366828054
3186.03515625,-28.97799643721385,177.8629834952959
3192.138671875,-32.94527394034122,17.987227461339
3198.2421875,-43.58100641975392,-147.2803217487162
3204.345703125,-39.10225987679914,88.16588113808523
3210.44921875,-34.2587079763277,-57.37595423076738
3216.552734375,-32.221333764054,134.9263551836376
3222.65625,-32.71291926687448,-34.76258239801736
3228.759765625,-30.01963148895495,153.5727897143453
3234.86328125,-27.01437573086677,-14.84815301879846
3240.966796875,-27.04915097617771,174.9935202799358
3247.0703125,-31.12826742740449,1.886183625962165
3253.173828125,-45.75947907528429,-168.1492721945276
3259.27734375,-42.73373141663311,4.335027002010504
3265.380859375,-34.78540592230229,150.8360374825425
3271.484375,-30.38672265813338,-166.2483139399845
3277.587890625,-25.93240995749538,50.58435639338168
3283.69140625,-23.8932735297561,-96.27208199347089
3289.794921875,-23.35708406283493,96.94816084016877
3295.8984375,-22.10734908867964,-89.6756466019885
3302.001953125,-21.9682660809604,95.59733707679101
3308.10546875,-23.25535124211243,-89.88293251991216
3314.208984375,-25.62738554869836,66.06145546188387
3320.3125,-28.46937744039495,171.8915645307265
3326.416015625,-28.92852075552512,-12.63507561657774
3332.51953125,-28.33175664674028,-163.9743266920727
3338.623046875,-27.43682035198847,21.77842594249346
3344.7265625,-26.48495705313361,-160.3273065483993
3350.830078125,-23.51923099552128,9.677540700679572
3356.93359375,-21.12349233123272,164.8654381634734
3363.037109375,-21.22030777362185,-35.79852914090467
3369.140625,-22.69131618147412,141.8251718238363
3375.244140625,-25.12442512935674,-18.33586919162847
3381.34765625,-29.59331260626662,174.8485344254372
3387.451171875,-39.37463406701499,-11.03762807552468
3393.5546875,-38.83658192290967,162.9550648476291
3399.658203125,-30.14415885573255,-19.92953662991757
3405.76171875,-26.94465786568757,157.4898566943207
3411.865234375,-25.00990331614816,-24.22408674048993
3417.96875,-24.8562905199367,149.4704102831247
3424.072265625,-26.44822678736804,-94.19922743701342
3430.17578125,-27.76732428086459,11.31729865077676
3436.279296875,-29.25295091671519,173.8745290067644
3442.3828125,-30.06772146583209,-10.72288689553884
3448.486328125,-30.781981674473,168.7609680532157
3454.58984375,-32.62431042501508,-4.760938208767346
3460.693359375,-40.90045920625471,-49.99037056060708
3466.796875,-35.17179577793645,149.881189621089
3472.900390625,-28.1771937156011,-32.35751787019705
3479.00390625,-24.52389584538384,126.974352664317
3485.107421875,-23.73731066385663,-98.28899030114079
3491.2109375,-24.81633831887991,36.96613470387233
3497.314453125,-27.38347335726606,-161.0443538178761
3503.41796875,-30.73901285964489,13.95853968435359
3509.521484375,-35.71436491041271,-175.1738491877179
3515.625,-35.75978202368678,-94.58361774849419
3521.728515625,-32.22007682114857,95.30078765545454
3527.83203125,-33.06681607557937,-81.00195479181795
3533.935546875,-32.72063701851691,100.9045265883877
3540.0390625,-27.55894698749582,-75.27709711802555
